"","RIPID","min","max","avg","qav","std","ske","kur","p05","p10","p25","p50","p75","p90","int_p25","int_p50","int_p75","cov","dns","DBH","TotalHt","CrownHT","ba","ba.live","total.count","live.count","dbh.sq","crown.length","crown.mass","crown.mass.kg","mean.dbh.total","mean.dbh.live","mean.ht.total","mean.ht.live","max.ht.total","mean.crownht.total","mean.crownht.live","ba.ac.total","ba.ac.live","tpa.total","tpa.live","mean.crown.mass.lbs","mean.crown.mass.kg","qmd.total","qmd.live","crown.length.total","crown.length.live","crown.ratio.total","crown.ratio.live","B1.max","B2.max","B3.max","B4.max","B5.max","evi.max","mndwi.max","ndvi.max","ndwi.max","B1.mean","B2.mean","B3.mean","B4.mean","B5.mean","evi.mean","mndwi.mean","ndvi.mean","ndwi.mean","B1.min","B2.min","B3.min","B4.min","B5.min","evi.min","mndwi.min","ndvi.min","ndwi.min"
"31",34,1.37,27.38,12.47,196.14,6.38,0.27,2.03,3.18,4.26,7.22,11.7,17.56,21.66,39,83,110,60.8,54.2,256,898.6,341.5,28.24113924,26.96441238,18,17,5178.06,546.5,3867.20889974685,1754.15444967198,14.2222222222222,15.0588235294118,49.9222222222222,52.8588235294118,89.3,18.9722222222222,20.0882352941176,112.96455696,107.85764952,72,68,227.482876455697,103.185555863058,16.9608372434854,17.4525575405407,30.95,32.7705882352941,0.619964389049633,0.619964389049633,286.5,332.4,516.2,464.1,2082.1,1.722107182,-0.461070392,0.705650061,-0.558405143,191.9545455,247.3363636,427.0636364,402.2090909,1809.245455,1.514650818,-0.536286092,0.639963853,-0.620977247,59.5,134.4,309.5,320.4,1523.8,1.284922761,-0.637528175,0.571303356,-0.704891407
"32",35,1.38,30.21,19.05,384.29,4.61,-0.63,3.47,10.88,13.02,16.34,19.56,22.42,24.51,29,70,105,41,39.9,183.9,987.1,503.4,16.0868457,15.8195997,14,13,2949.55,452.7,1700.99391944645,771.56578038939,13.1357142857143,14.1461538461538,70.5071428571429,75.9307692307692,88.6,35.9571428571429,38.7230769230769,64.3473828,63.2783988,56,52,130.845686111265,59.3512138761069,14.5148938286555,15.0628171846591,34.55,37.2076923076923,0.49002127444028,0.49002127444028,384.3333333,445.75,658.9166667,755.3333333,2278.25,1.492620068,-0.513161217,0.612488762,-0.540283663,285.6742424,350.6287879,546.25,622.4242424,2027.159091,1.18909752,-0.562982986,0.540315653,-0.579418768,169,237.5833333,420.1666667,450.5833333,1714.75,0.969852341,-0.638123184,0.495679289,-0.648235957
"33",36,1.37,27.26,16.89,302.25,4.11,-0.9,5.31,10.59,12.39,14.67,17.07,19.61,21.76,32,60,92,47.5,43.9,333.2,1772.16,921.6,23.4232938,21.70533834,28,25,4294.7,801.56,2838.89831147598,1287.71582666968,11.9,13.328,63.2914285714286,70.8864,90,32.9142857142857,36.864,93.6931752,86.82135336,112,100,113.555932459039,51.5086330667873,12.3847544528401,13.1067921323259,30.3771428571429,34.0224,0.479956663055255,0.479956663055255,308.9,360.9,569.9,525.1,2797.8,1.858044019,-0.491084835,0.772008604,-0.584836698,214.3125,271.1,495.3625,442.1875,2329.8625,1.606692808,-0.539136153,0.676493067,-0.646551377,97.3,168.6,414.3,345.1,1878.8,1.288609708,-0.594428408,0.591181916,-0.704842305
"34",37,1.37,28.88,16.07,287.3,5.38,-0.55,3.21,4.95,8.85,13.13,16.67,19.7,22.48,30,57,87,35.1,35.5,262.9,1335.6,617.2,21.87986634,21.87986634,19,19,4011.71,718.4,6246.58831405836,2833.43387193067,13.8368421052632,13.8368421052632,70.2947368421053,70.2947368421053,96,32.4842105263158,32.4842105263158,87.51946536,87.51946536,76,76,328.767806003072,149.128098522667,14.5307477983395,14.5307477983395,37.8105263157895,37.8105263157895,0.537885594489368,0.537885594489368,352.5,423.5833333,639.6666667,714.5833333,2170.583333,1.428203639,-0.499776642,0.595098707,-0.528419649,222.2333333,286.5,450.9,512.7166667,1698.733333,1.15475513,-0.578179181,0.538252878,-0.582061584,90.16666667,171.3333333,353.3333333,393.8333333,1468.25,0.895651153,-0.64624389,0.470539841,-0.633216317
"35",38,1.37,26.09,14.72,250.48,5.81,-0.4,2.22,4.03,6.29,10.31,15.7,19.36,21.74,31,63,98,57.3,54.2,364.7,1624.8,567.9,34.05112182,34.05112182,28,24,6243.33,1056.9,6139.0021012727,2784.63308594425,13.025,15.1958333333333,58.0285714285714,67.7,84.8,20.2821428571429,23.6625,136.20448728,136.20448728,112,96,255.791754219696,116.02637858101,14.9323833137437,16.1288173776009,37.7464285714286,44.0375,0.650480059084195,0.650480059084195,318.25,365.8333333,506.25,441.8333333,2201.166667,2.095270745,-0.386167124,0.732003813,-0.561231767,203.25,249.7916667,424.475,371.9583333,1925.041667,1.730813872,-0.488221981,0.675458163,-0.638969928,86.83333333,136.9166667,312.0833333,296.6666667,1619.5,1.465520486,-0.583633428,0.589316522,-0.714237774
"36",39,1.37,30.71,17.14,315.7,4.69,-0.55,3.88,9.22,11.36,14.29,17.75,20.34,22.26,34,63,92,33.6,33.6,171.5,761,333,17.33493906,16.5755241,10,9,3178.39,356,2533.36768535214,1149.12804379576,17.15,19.0555555555556,76.1,84.5555555555556,94,33.3,37,69.33975624,66.3020964,40,36,281.485298372459,127.680893755085,17.8280397127671,18.7924039027593,42.8,47.5555555555556,0.562417871222076,0.562417871222076,260.3,303.5,462.9,397,2289,2.131160744,-0.434107855,0.814681703,-0.583628452,141.0454545,186.6272727,364.1090909,295.2545455,1863.090909,1.758247181,-0.526604843,0.72298587,-0.672801924,3.1,65.8,221.6,213.4,1519,1.438882787,-0.641463655,0.613761437,-0.755502534
"37",40,1.37,31.5,16.48,332.56,7.81,-0.66,2.43,1.74,2.22,12.88,18.37,22.15,24.87,29,55,81,33.1,34.3,105.3,439,182,12.11982426,12.11982426,5,5,2222.19,257,3198.86608862212,1450.99613926432,21.06,21.06,87.8,87.8,98,36.4,36.4,48.47929704,48.47929704,20,20,639.773217724423,290.199227852864,21.0816982238149,21.0816982238149,51.4,51.4,0.585421412300683,0.585421412300683,410.5454545,470.9090909,677.7272727,720.0909091,2470.272727,1.418756495,-0.522835314,0.588417644,-0.535138526,321.6446281,394.2644628,603.5702479,662.2644628,2229.22314,1.215742827,-0.566108752,0.541510083,-0.574162532,210.6363636,295,489.4545455,598.7272727,2008,1.029291113,-0.634818879,0.495699075,-0.630301465
"38",41,1.37,26.21,13.18,195.38,4.66,0.12,2.56,5.55,7.59,9.76,12.86,16.62,19.62,31,54,87,23.9,25.2,166.8,656.1,264.8,15.82947144,15.82947144,10,10,2902.36,391.3,4588.94009123279,2081.52957054921,16.68,16.68,65.61,65.61,82.3,26.48,26.48,63.31788576,63.31788576,40,40,458.894009123279,208.152957054921,17.0363141553565,17.0363141553565,39.13,39.13,0.596402987349489,0.596402987349489,401.4,476.1,698.9,815.6,2691.8,1.414684644,-0.527163082,0.609915012,-0.556165862,318.2272727,398.8363636,633.3545455,696.7454545,2462.909091,1.220330153,-0.562518454,0.558780515,-0.590415794,213.9,318.7,576.9,626.9,2206.9,1.032269727,-0.599641144,0.505536446,-0.625492477
"39",42,1.5,23.5,12.15,175.25,5.25,0.05,1.96,4.06,5.24,7.73,12.03,16.61,19.36,14,40,70,15,16.6,109.3,538.6,103.2,7.7902209,4.34471094,9,5,1428.35,199.2,1230.49595343921,558.149303020597,12.1444444444444,21.86,59.8444444444444,107.72,83.8,11.4666666666667,20.64,31.1608836,17.37884376,36,20,246.099190687842,111.629860604119,12.5978393209135,16.9017750547095,48.3777777777778,87.08,0.808392127738581,0.808392127738581,369.4545455,434.7272727,659.8181818,701.7272727,2395.636364,1.446764951,-0.528219193,0.618652154,-0.538943247,275.4607438,353.9393939,569.2548209,614.1246556,2148.623278,1.219062699,-0.575890194,0.554310073,-0.580379952,149.4545455,249,474.8181818,541.3636364,1848.545455,1.00384383,-0.6486263,0.500335501,-0.651939831
"40",43,1.38,26.98,13.04,206.77,6.06,0.04,2.2,2.84,4.59,8.52,13.03,17.59,21.24,21,44,68,37.1,36.3,86.7,488.4,124,6.59612214,5.61200238,8,4,1209.41,149,1535.98548483531,696.718445448295,10.8375,21.675,61.05,122.1,85,15.5,31,26.38448856,22.44800952,32,16,383.996371208828,174.179611362074,12.2953751467778,17.3882862870382,45.55,91.1,0.746109746109746,0.746109746109746,367.6,427,641.8,668,2259.9,1.465825888,-0.495302579,0.636723995,-0.528390217,261.775,335.0063636,541.2906061,558.2416667,2010.80803,1.301947895,-0.546614438,0.568462747,-0.57776013,110.6,201.5,418.1,463.4,1739.4,1.122632217,-0.628361553,0.513360476,-0.654669726
"41",44,1.37,25.39,12.95,221.04,7.31,-0.23,1.6,2.12,2.63,4.61,15.67,18.83,21.69,8,15,29,1.7,1.8,22.2,156,0,1.344411,0,2,0,246.5,0,0,0,11.1,Inf,78,Inf,85,0,NA,5.377644,0,8,0,NA,NA,11.1018016555873,Inf,78,NA,1,NA,635.3636364,719.2727273,993,1073.545455,2681.272727,1.392270052,-0.468413635,0.513493356,-0.446742741,461.7209596,548.5568182,816.4494949,870.2853535,2471.328283,1.142056781,-0.511466183,0.481858476,-0.505199779,340.5454545,431.4545455,702.5454545,745.4545455,2194.545455,0.990968425,-0.538037035,0.418294728,-0.541934198
"42",45,1.37,25.39,11.54,158.99,5.07,0.1,2.53,2.83,4.38,8.06,11.62,15.06,18.02,22,49,88,48.3,45.3,367.1,1450.3,567.8,30.2754267,29.25547416,29,27,5551.05,806.5,6741.11670868463,3057.7504802162,12.6586206896552,13.5962962962963,50.0103448275862,53.7148148148148,83.6,19.5793103448276,21.0296296296296,121.1017068,117.02189664,116,108,249.670989210542,113.250017785785,13.8352996802158,14.3385649367168,30.4310344827586,32.6851851851852,0.608494794180514,0.608494794180514,342.4,404.2,588.5,609.3,2194.5,1.62420768,-0.467815211,0.640529352,-0.538159317,253.2636364,317.3818182,494.5818182,517.5,1926.545455,1.345987826,-0.538563377,0.576781625,-0.59230594,116.6,198,367,428.3,1688.5,1.0890874,-0.633760273,0.518609968,-0.673807329
"43",46,1.37,27.32,14.87,258.74,6.14,-0.34,2.31,3.32,5.84,10.48,15.6,19.62,22.31,23,49,87,54.1,54.2,334.9,1543.5,537.9,27.39582378,26.13573162,25,24,5023.07,931.6,6123.43812547543,2777.57331283472,13.396,13.9541666666667,61.74,64.3125,88,21.516,22.4125,109.58329512,104.54292648,100,96,255.143255228143,115.732221368113,14.1747239832033,14.4670170848497,40.224,41.9,0.651506316812439,0.651506316812439,338.1666667,397.25,607.5,588.0833333,2305.75,1.596865128,-0.465872583,0.644366051,-0.5604677,254.6742424,321.4015152,520.2727273,521.4621212,2068.310606,1.404382987,-0.522449255,0.597668697,-0.598661999,120.75,201.5,398.25,440,1855.5,1.194072725,-0.609589313,0.559600482,-0.672559703
"44",47,1.37,28.88,14.11,240.87,6.45,-0.42,2.27,2.33,3.32,10.17,15.23,18.86,21.9,31,55,77,30,31.4,191.4,866.1,379.9,17.43665616,16.71536466,12,11,3197.04,486.2,4583.68820611965,2079.14733108938,15.95,17.4,72.175,78.7363636363636,88,31.6583333333333,34.5363636363636,69.74662464,66.86145864,48,44,416.698927829059,189.013393735398,16.3223772778355,17.0481670569009,40.5166666666667,44.2,0.561367047685025,0.561367047685025,411.8888889,469.5555556,737.1111111,722.3333333,2683.888889,1.583669192,-0.476990504,0.637514333,-0.542169826,284.5555556,360.8686869,587.4444444,624.0707071,2281.545455,1.261881242,-0.576551378,0.568169872,-0.590310249,149.6666667,241.1111111,450.6666667,539.7777778,1919.111111,0.989288081,-0.665157583,0.498573489,-0.654845304
"45",48,1.38,26.59,13.51,205.92,4.84,-0.22,2.89,4.25,6.57,10.71,13.75,16.72,19.55,25,48,70,52.5,46.9,332.5,1609.6,713.1,25.04700414,25.04700414,27,27,4592.41,896.5,6556.94555800368,2974.21099428635,12.3148148148148,12.3148148148148,59.6148148148148,59.6148148148148,87.2,26.4111111111111,26.4111111111111,100.18801656,100.18801656,108,108,242.849835481618,110.155962751346,13.0418272975553,13.0418272975553,33.2037037037037,33.2037037037037,0.556970675944334,0.556970675944334,431.3636364,455.5454545,762.0909091,736.1818182,2255.545455,1.497879807,-0.43268013,0.635630526,-0.493291489,270.030303,336.1363636,541.2272727,557.2424242,2044.598485,1.315108446,-0.533638,0.573308853,-0.583947556,119.1818182,199,390.4545455,446.1818182,1804.090909,1.062735588,-0.624215348,0.502443541,-0.676218147
"46",49,1.37,13.53,5.95,40.82,2.32,0.18,2.46,2.23,2.81,4.2,5.91,7.61,9.03,37,53,67,53.4,44.4,215.5,851,244,10.32371298,10.32371298,26,26,1892.87,607,2495.27638840204,1131.84994484353,8.28846153846154,8.28846153846154,32.7307692307692,32.7307692307692,45,9.38461538461539,9.38461538461539,41.29485192,41.29485192,104,104,95.9721687846937,43.5326901862895,8.53244937328621,8.53244937328621,23.3461538461538,23.3461538461538,0.713278495887191,0.713278495887191,400.4,486.6,704.9,766.4,1841.1,1.252490595,-0.227929937,0.465825644,-0.341909543,279.1166667,362.425,573.7583333,618.7083333,1553.575,0.881383989,-0.351293422,0.39972119,-0.422968432,116.4,210.2,420.9,481.6,1261.2,0.649295861,-0.441451953,0.319796613,-0.515803802
"47",50,1.37,29.61,9.33,116.53,5.42,0.77,3.35,2,2.68,5.17,8.57,12.68,16.7,14,35,61,59.5,50.4,347.7,1413.56,483.7,23.05247634,16.7146011,36,27,4226.71,657.06,4368.12850853537,1981.37009368383,9.65833333333333,12.8777777777778,39.2655555555556,52.3540740740741,100.6,13.4361111111111,17.9148148148148,92.20990536,66.8584044,144,108,161.782537353162,73.3840775438455,10.8355254192453,12.5117870352246,25.8294444444444,34.4392592592593,0.657814312798891,0.657814312798891,307.5,361.3333333,555.5833333,518.3333333,2182.916667,1.745986984,-0.491860151,0.686013336,-0.564729979,220.0909091,281.3106061,474.7651515,460.1742424,1982.090909,1.467493797,-0.558496525,0.62363332,-0.614283144,78.91666667,152.0833333,343.3333333,371.1666667,1742.333333,1.255061732,-0.6595668,0.58328789,-0.706182654
"48",51,1.37,29.14,13.42,237.73,7.6,-0.15,1.7,1.96,2.46,5.94,14.72,19.87,22.77,32,60,92,43.2,42.9,272.4,1404.1,752,23.96891196,23.96891196,18,18,4394.74,652.1,5139.76280005479,2331.38111224476,15.1333333333333,15.1333333333333,78.0055555555555,78.0055555555555,97,41.7777777777778,41.7777777777778,95.87564784,95.87564784,72,72,285.542377780822,129.521172902487,15.6253711067041,15.6253711067041,36.2277777777778,36.2277777777778,0.464425610711488,0.464425610711488,355.6363636,415.0909091,599.6363636,623.7272727,2193.272727,1.716094312,-0.395353049,0.639576397,-0.534827614,241.785124,306.7355372,488.9173554,519.9421488,1901.892562,1.31403762,-0.5516086,0.571018262,-0.589657865,101.3636364,167,301.2727273,307.0909091,1202.545455,1.06096908,-0.658904124,0.521558038,-0.685605114
"49",52,1.37,24.56,11.56,158.04,4.94,-0.23,2.39,2.43,4.2,8.31,12.11,15.13,17.63,32,59,87,43.8,42.2,227.4,1133.3,520.9,15.30206964,15.30206964,21,21,2805.66,612.4,2528.07762976012,1146.72849032029,10.8285714285714,10.8285714285714,53.9666666666667,53.9666666666667,77.3,24.8047619047619,24.8047619047619,61.20827856,61.20827856,84,84,120.384649036196,54.6061185866806,11.5586702151613,11.5586702151613,29.1619047619048,29.1619047619048,0.540368834377482,0.540368834377482,274.5,326.3333333,519,482.5,2147.75,1.818564843,-0.476581849,0.719930823,-0.581884801,178.5416667,237.5833333,422.3083333,404.6166667,1880.766667,1.482476315,-0.563958228,0.646299616,-0.634554307,26.33333333,97,275.25,296.5,1634.166667,1.258302291,-0.68825462,0.594942967,-0.736970887
"50",53,1.37,28.1,11.43,183.23,7.25,0.3,1.78,1.97,2.54,4.86,10.48,17.73,21.84,25,53,83,78.3,74.4,411.7,1601.2,583.2,37.84699674,27.40542282,29,24,6939.31,846.6,2592.977247675,1176.16676389141,14.1965517241379,17.1541666666667,55.2137931034483,66.7166666666667,103.4,20.1103448275862,24.3,151.38798696,109.62169128,116,96,108.040718653125,49.0069484954754,15.4688898025727,17.0040558887186,35.1034482758621,42.4166666666667,0.635773170122408,0.635773170122408,262.2,323.7,542.8,480.9,2984.4,2.206384914,-0.400701264,0.802943432,-0.602254659,157.7538462,215.1153846,408.2307692,347.9230769,2195.423077,1.810993912,-0.535057521,0.731734067,-0.687158585,29.9,100.8,272.6,234.3,1668.1,1.533544132,-0.64475289,0.639138365,-0.756668246
"51",54,1.37,23,6.77,80.81,5.91,1.14,2.72,1.8,2.07,2.71,3.81,11.64,17.17,42,64,92,77.5,68.9,113.7,532,251,9.40722282,9.40722282,9,8,1724.83,281,2476.19985050987,1123.19688401972,12.6333333333333,14.2125,59.1111111111111,66.5,75,27.8888888888889,31.375,37.62889128,37.62889128,36,32,309.524981313734,140.399610502465,13.8436909015543,14.6834515697093,31.2222222222222,35.125,0.528195488721805,0.528195488721805,301.7272727,352.3636364,560.1818182,493.6363636,2433.272727,1.936460396,-0.370223939,0.74490635,-0.59512956,205.1239669,262.0413223,459.7768595,410.8677686,2166.669421,1.667542137,-0.471098878,0.681871956,-0.650729006,55.54545455,133,322.5454545,305,1944.272727,1.430194577,-0.57008053,0.637904742,-0.735456299
"52",55,1.37,26.34,13.8,222.44,5.65,-0.37,2.36,3.22,5.18,10.14,14.52,18.11,20.92,21,47,69,50.7,47.2,535.2,3141.7,1273,27.5165208,19.82545362,64,44,5045.2,920.7,2987.07866250829,1354.92999297301,8.3625,12.1636363636364,49.0890625,71.4022727272727,86,19.890625,28.9318181818182,110.0660832,79.30181448,256,176,67.8881514206429,30.7938634766592,8.87869641332555,10.7081107747182,29.1984375,42.4704545454545,0.59480536015533,0.59480536015533,401.5833333,468.5,689.5833333,689.6666667,2517.416667,1.55456895,-0.49590641,0.633166745,-0.553375944,295.6969697,361.5530303,570.9621212,588.4090909,2216.189394,1.362165063,-0.578577816,0.582719227,-0.592224841,156.8333333,238.25,444.4166667,494.75,1935.666667,1.143262713,-0.660885225,0.54009553,-0.658524329
"53",56,1.37,29.18,15.77,287.94,6.25,-0.48,2.62,2.39,6.81,12.08,16.27,20.83,23.29,27,55,83,46.6,45.2,381.9,2166.1,1102.6,27.50075874,27.50075874,33,33,5042.31,1063.5,3752.85339719738,1702.28313399137,11.5727272727273,11.5727272727273,65.6393939393939,65.6393939393939,91.5,33.4121212121212,33.4121212121212,110.00303496,110.00303496,132,132,113.722830218103,51.584337393678,12.3611193962065,12.3611193962065,32.2272727272727,32.2272727272727,0.490974562577905,0.490974562577905,316.7,361.7,560,507.1,2361,1.86764061,-0.454662922,0.740856564,-0.5875063,214.8090909,267.8181818,458.5272727,421.9,2079.936364,1.609317826,-0.523322597,0.66265521,-0.639148766,49.6,120,304.2,301,1810.3,1.380374319,-0.632820499,0.60783692,-0.737955463
"54",57,1.37,34.07,11.86,200.13,7.71,0.15,1.7,2.09,2.58,3.88,12.92,18.48,21.48,36,61,92,71.3,64,295.2,1541.8,702.9,25.54828128,25.54828128,20,20,4684.32,838.9,6608.74392244949,2997.70657826793,14.76,14.76,77.09,77.09,112,35.145,35.145,102.19312512,102.19312512,80,80,330.437196122474,149.885328913397,15.3041170931224,15.3041170931224,41.945,41.945,0.544104293682709,0.544104293682709,284.2727273,327.5454545,516.4545455,435.3636364,2423.272727,2.067033222,-0.388884049,0.760850001,-0.610363028,185.9834711,236.4049587,419.2892562,365.8677686,2069.644628,1.734961629,-0.485709125,0.700097106,-0.664449226,35.18181818,101.0909091,273.0909091,266.3636364,1730.181818,1.470408534,-0.613821165,0.650412565,-0.753136429
"55",58,1.37,20.25,7.86,72.69,3.3,0.23,3,2.23,3.25,5.69,7.87,9.93,11.98,42,70,99,69.3,58.8,381.9,1848.6,671.7,17.82798066,17.504613,48,47,3268.79,1176.9,2952.89718908064,1339.4253783365,7.95625,8.12553191489362,38.5125,39.331914893617,67.5,13.99375,14.2914893617021,71.31192264,70.018452,192,188,62.8275997676732,28.4984123050318,8.25225979151569,8.33958772387792,24.51875,25.0404255319149,0.636643946770529,0.636643946770529,292.6666667,330.0833333,528.9166667,430.6666667,2229.416667,2.066930127,-0.382286931,0.777456313,-0.585332513,146.0083333,194.7083333,379.5333333,318.8666667,1849.916667,1.685212232,-0.515087465,0.705974514,-0.661664044,14.91666667,67,232.3333333,214.5,1541.083333,1.433592634,-0.657374089,0.64365913,-0.759042338
"56",59,1.37,20.12,10.23,118.43,3.72,-0.2,2.5,3.5,4.95,7.68,10.52,12.88,14.96,40,72,99,48.1,44,398.8,1898.8,913.94,25.85490516,25.85490516,39,39,4740.54,984.86,3605.06111027159,1635.24499241204,10.225641025641,10.225641025641,48.6871794871795,48.6871794871795,73.4,23.434358974359,23.434358974359,103.41962064,103.41962064,156,156,92.4374643659382,41.929358779796,11.0250763123122,11.0250763123122,25.2528205128205,25.2528205128205,0.518674952601643,0.518674952601643,384.7,427.5,567.7,497,2299.6,2.109492551,-0.349243504,0.748729235,-0.527832198,155.7846154,207.5615385,375.0384615,331.9846154,1729.707692,1.650216787,-0.499987316,0.677029794,-0.64314695,35.2,92.4,258.4,234.8,1337,1.332366799,-0.60126884,0.574160415,-0.725830543
"57",60,1.37,28.19,11.54,160.77,5.25,0.14,2.59,2.92,4.14,7.68,11.81,15.08,18.27,30,60,98,56.8,53,437.4,1566.2,743,34.65711576,31.05076734,38,31,6354.44,823.2,5998.79207890939,2721.03423700871,11.5105263157895,14.1096774193548,41.2157894736842,50.5225806451613,83,19.5526315789474,23.9677419354839,138.62846304,124.20306936,152,124,193.509421900303,87.7752979680228,12.9314386385722,14.3171902091112,21.6631578947368,26.5548387096774,0.525603371216958,0.525603371216958,317.6363636,377.1818182,561.6363636,583.4545455,2349,1.801176703,-0.423912187,0.698888101,-0.553223339,226.107438,286.7024793,466.6363636,463.5206612,1941.289256,1.474291094,-0.510688673,0.615885187,-0.613162604,105.5454545,173.6363636,346,367.3636364,1603.636364,1.13534642,-0.613369514,0.533041036,-0.682624454
"58",61,1.37,24.84,9.6,116.15,4.9,0.74,3.1,2.97,3.86,5.79,8.9,12.65,16.29,39,76,105,44.9,44.1,220.1,808.5,222.5,14.83689798,14.83689798,22,22,2720.37,586,3082.51367344479,1398.21902995772,10.0045454545455,10.0045454545455,36.75,36.75,77.5,10.1136363636364,10.1136363636364,59.34759192,59.34759192,88,88,140.114257883854,63.5554104526237,11.1199452255028,11.1199452255028,26.6363636363636,26.6363636363636,0.724799010513296,0.724799010513296,415.4,469.2,673.4,711.8,2392.5,1.583707363,-0.494893798,0.595130986,-0.532883936,332.5875,399.1375,603.4,633.5125,2158.15,1.327731514,-0.532275403,0.551327223,-0.565728045,241.7,305.8,505.8,545.3,1911.1,1.110317096,-0.577130729,0.509509915,-0.601298577
"59",62,1.37,34.54,20.19,455.3,6.89,-0.7,3.58,4.43,11.7,16.39,20.85,24.78,28.23,22,46,66,30.2,32.2,167.1,901,352.4,16.10408034,14.39970534,10,8,2952.71,421,2041.51248402077,926.023988034461,16.71,20.8875,90.1,112.625,112.5,35.24,44.05,64.41632136,57.59882136,40,32,255.189060502596,115.752998504308,17.1834513413342,19.2116826436416,54.86,68.575,0.608879023307436,0.608879023307436,1301.833333,1322.083333,1532.333333,1562.583333,3016.833333,2.129603935,-0.280946646,0.69268767,-0.329049223,314.8125,366.8611111,555.1111111,552.7569444,2029.423611,1.208077504,-0.546551699,0.59299316,-0.590343133,60.83333333,129.8333333,309,331.6666667,1692.083333,-2.045579265,-0.668060124,0.320440503,-0.710131109
"60",63,1.37,29.54,12.25,178.22,5.3,0.38,3.34,2.79,5.72,8.97,12.15,15.01,19.15,37,62,83,61.6,54.4,429.3,2199.6,1103.6,27.39364218,27.39364218,45,45,5022.67,1096,4304.27069140121,1952.40437784687,9.54,9.54,48.88,48.88,88.2,24.5244444444444,24.5244444444444,109.57456872,109.57456872,180,180,95.6504598089158,43.3867639521527,10.5647947868801,10.5647947868801,24.3555555555556,24.3555555555556,0.49827241316603,0.49827241316603,250.1,287.3,427.4,363.1,2027.6,2.366184812,-0.388494271,0.815136904,-0.605765581,136.7909091,176.3363636,336.7818182,266.0636364,1713.8,1.852155218,-0.498350003,0.731580013,-0.672734255,-7.9,46.5,207.3,164.9,1441.2,1.536642369,-0.62945205,0.65596171,-0.772464222
"61",64,1.39,22.41,13.37,192.41,3.71,-0.57,3.18,6.5,8.31,11.13,13.89,15.99,17.71,26,55,98,70.5,55.7,664.5,3863.9,2491.8,35.53079202,34.58561382,73,71,6514.63,1372.1,3239.68492233225,1469.51144077486,9.1027397260274,9.35915492957746,52.9301369863014,54.4211267605634,72.5,34.1342465753425,35.0957746478873,142.12316808,138.34245528,292,284,45.6293651032712,20.6973442362656,9.44677229794998,9.57890140426741,18.7958904109589,19.3253521126761,0.355107533838867,0.355107533838867,221.4545455,264.7272727,417.3636364,337.8181818,2046.636364,2.23314106,-0.386509329,0.821454807,-0.59374307,119.9586777,161.8016529,333.3471074,254.1487603,1704.041322,1.822637134,-0.496626835,0.738909277,-0.672928853,5,55.09090909,216.6363636,175.9090909,1413.545455,1.52138765,-0.623593265,0.657104644,-0.755573961
"62",65,1.37,25.06,11.26,167.23,6.36,0.19,1.76,2.5,3.13,5.27,10.73,17.06,19.93,37,70,98,62,57.4,399.3,1726.8,647,28.31100498,28.31100498,38,38,5190.87,1079.8,4861.10205223525,2204.98142621575,10.5078947368421,10.5078947368421,45.4421052631579,45.4421052631579,83,17.0263157894737,17.0263157894737,113.24401992,113.24401992,152,152,127.923738216717,58.0258270056777,11.6876790726501,11.6876790726501,28.4157894736842,28.4157894736842,0.625318508223303,0.625318508223303,241.7,272.6,453.6,413.8,1760.2,2.265783967,-0.308205846,0.777932912,-0.542451292,138.3666667,179.2166667,337.7583333,282.625,1467.541667,1.684821266,-0.447518915,0.678403962,-0.627336991,13.5,72.5,233.9,204,1163.1,1.248466621,-0.581458151,0.57352117,-0.707033801
"63",66,1.41,18.57,9.63,105.03,3.52,-0.21,2.35,3.33,4.6,7.1,9.89,12.35,14.01,38,60,87,40.6,38.4,195.1,775.5,268,14.14423998,14.14423998,16,16,2593.37,507.5,1816.56643225,823.989128299918,12.19375,12.19375,48.46875,48.46875,63,16.75,16.75,56.57695992,56.57695992,64,64,113.535402015625,51.4993205187449,12.7312852846836,12.7312852846836,31.71875,31.71875,0.654416505480335,0.654416505480335,314.3636364,370.0909091,587.6363636,585.9090909,2434.727273,1.582184564,-0.48247155,0.663821047,-0.554377144,217.1818182,283.2377622,479.6783217,488.2377622,1978.202797,1.357468873,-0.569390454,0.603289648,-0.609135649,85.27272727,158.1818182,352.1818182,397.2727273,1636.181818,1.115820627,-0.665089125,0.542614991,-0.690485196
"64",67,1.37,30.5,11.69,167.19,5.53,0.38,3.01,3.04,4.21,7.62,11.73,15.15,18.49,30,57,88,43.1,41.8,230.6,930.6,344.1,19.14746688,18.51131232,17,16,3510.72,538.5,3693.07928832048,1675.16977606844,13.5647058823529,14.4125,54.7411764705882,58.1625,98.2,20.2411764705882,21.50625,76.58986752,74.04524928,68,64,230.81745552003,104.698111004277,14.3705581372635,14.8128322747542,34.5,36.65625,0.630238555770471,0.630238555770471,349.5,413,606.8333333,640.25,2190.5,1.55656638,-0.430232401,0.673392187,-0.540691748,233,300.4230769,479.8525641,512.8589744,1862.089744,1.279853537,-0.564254875,0.573411758,-0.593232155,23.08333333,88,225.5833333,226,1156.166667,1.074882342,-0.674453984,0.514229479,-0.685050944
