"","RIPID","min","max","avg","qav","std","ske","kur","p05","p10","p25","p50","p75","p90","int_p25","int_p50","int_p75","cov","dns","DBH","TotalHt","CrownHT","ba","ba.live","total.count","live.count","dbh.sq","crown.length","crown.mass","crown.mass.kg","mean.dbh.total","mean.dbh.live","mean.ht.total","mean.ht.live","max.ht.total","mean.crownht.total","mean.crownht.live","ba.ac.total","ba.ac.live","tpa.total","tpa.live","mean.crown.mass.lbs","mean.crown.mass.kg","qmd.total","qmd.live","crown.length.total","crown.length.live","crown.ratio.total","crown.ratio.live","B1.max","B2.max","B3.max","B4.max","B5.max","evi.max","mndwi.max","ndvi.max","ndwi.max","B1.mean","B2.mean","B3.mean","B4.mean","B5.mean","evi.mean","mndwi.mean","ndvi.mean","ndwi.mean","B1.min","B2.min","B3.min","B4.min","B5.min","evi.min","mndwi.min","ndvi.min","ndwi.min"
"65",68,1.37,26.14,14.62,241.43,5.27,-0.54,2.7,4.12,7.24,11.09,15.54,18.54,20.75,36,65,94,48.2,45.9,408.5,1741,819,33.42794778,31.51190304,31,28,6129.07,875,3378.61435875,1532.52941973601,13.1774193548387,14.5892857142857,56.1612903225806,62.1785714285714,90.5,26.4193548387097,29.25,133.71179112,126.04761216,124,112,120.664798526786,54.7331935620002,14.0610076269047,14.7951126100093,29.741935483871,32.9285714285714,0.529580700746697,0.529580700746697,305.2,347.8,519.6,465.8,2261.3,1.988454564,-0.421503991,0.725790584,-0.567024183,226.3125,273.0625,449.725,403.1625,1908.375,1.686682137,-0.517818677,0.649218428,-0.617735481,124.2,180.4,345.1,330.1,1562.2,1.358216316,-0.594541883,0.586055523,-0.66855464
"66",69,1.37,29.6,15.29,280.63,6.84,-0.17,2.19,3.2,4.98,10.27,16.03,20.46,24.18,21,42,61,59.7,53.3,541.1,2532.9,1387.5,40.20072498,34.6072662,47,39,7370.87,1117.4,3802.41145304656,1724.76252065978,11.5127659574468,13.874358974359,53.8914893617021,64.9461538461538,97.5,29.5212765957447,35.5769230769231,160.80289992,138.4290648,188,156,97.4977295652963,44.2246800169175,12.5230595812923,13.7476058521717,24.3702127659574,29.3692307692308,0.45220893047495,0.45220893047495,249.1666667,287.3333333,396.1666667,319.9166667,1489.166667,3.124187027,-0.25545425,0.776114444,-0.550482313,144.8333333,175.9895833,294.8958333,223.71875,1294.927083,2.126273986,-0.445822428,0.708716422,-0.632007996,40.33333333,84.16666667,205.3333333,150.3333333,1098.416667,1.68967356,-0.565272177,0.635634253,-0.70022656
"67",70,1.37,23,11.77,163.79,5.04,-0.25,2.12,2.91,4.17,7.98,12.49,15.67,18.12,41,76,103,47.4,43,252.3,1152.4,454,16.91279946,16.91279946,23,23,3100.99,650.4,2534.74886694597,1149.75454365689,10.9695652173913,10.9695652173913,50.104347826087,50.104347826087,75.1,19.7391304347826,19.7391304347826,67.65119784,67.65119784,92,92,110.206472475912,49.989327985082,11.6114448788216,11.6114448788216,30.3652173913043,30.3652173913043,0.606039569593891,0.606039569593891,270.2,317.1,510.3,433.6,2379.5,1.902352355,-0.454781243,0.766030103,-0.589639008,170.65,217.7083333,412.65,348.1083333,1986.825,1.686140819,-0.522544807,0.700380999,-0.656850642,15.4,77.6,253.3,247.8,1605.8,1.419536647,-0.646796823,0.616722232,-0.749824113
"68",71,1.37,28.3,13.67,214.14,5.23,-0.21,2.91,3.66,5.76,10.86,13.96,16.99,20.15,29,55,87,69.4,60.7,497.3,2672.6,1218.1,30.54561786,30.18587202,49,47,5600.59,1378.5,3441.57355208361,1561.08752249098,10.1489795918367,10.5808510638298,54.5428571428571,56.863829787234,88.9,24.8591836734694,25.9170212765957,122.18247144,120.74348808,196,188,73.2249691932682,33.2146281381059,10.6910128192815,10.9161114579186,29.6836734693878,30.9468085106383,0.544226595824291,0.544226595824291,246.8333333,290.3333333,451.3333333,380.3333333,2464.833333,2.108970021,-0.42346367,0.830508202,-0.611076881,143.5486111,184.6319444,368.375,290.5763889,1951.319444,1.8099982,-0.511189955,0.73714673,-0.681090673,-2.333333333,56.58333333,232.9166667,204.6666667,1549.916667,1.495463261,-0.643542498,0.664074972,-0.765318577
"69",72,1.37,29.16,13.59,215.84,5.59,-0.02,2.7,3.83,5.86,9.88,13.86,17.29,20.6,22,44,77,59.7,51.2,481.8,2376.3,1065,27.30828708,20.6668422,52,34,5007.02,971.3,2617.00552771843,1187.06592022064,9.26538461538462,14.1705882352941,45.6980769230769,69.8911764705882,99,20.4807692307692,31.3235294117647,109.23314832,82.6673688,208,136,76.9707508152479,34.9137035359012,9.81268801877682,12.1352912662881,25.2173076923077,38.5676470588235,0.551824264613054,0.551824264613054,229.75,262.9166667,416.1666667,330,1735.083333,2.640744317,-0.349259466,0.845014066,-0.57607911,112.525,150.0916667,298.75,222.8,1450.466667,1.904559747,-0.499832143,0.736579925,-0.66159901,-19.41666667,26.08333333,156.0833333,103.25,1177.666667,1.558247181,-0.640414466,0.656783616,-0.773333897
"70",73,1.37,22.96,11.68,154.65,4.26,-0.4,2.31,4.02,5.22,8.54,12.58,14.86,16.73,43,92,119,74.7,63.9,661.6,3542.1,1992.2,36.29713356,35.24767488,72,70,6655.14,1464.9,3308.86685523821,1500.89215968348,9.18888888888889,9.45142857142857,49.1958333333333,50.6014285714286,71,27.6694444444444,28.46,145.18853424,140.99069952,288,280,47.2695265034029,21.4413165669069,9.61418223251463,9.75056042345406,21.5263888888889,22.1414285714286,0.437565286129697,0.437565286129697,253.4545455,289.2727273,438.3636364,365.3636364,1931.727273,2.323855165,-0.339365447,0.797399499,-0.572683161,147.4132231,186.0495868,343.2975207,283.6115702,1599.289256,1.766720895,-0.475371713,0.69925228,-0.648357673,1.090909091,49.09090909,193.5454545,167.3636364,1324.909091,1.427383772,-0.647902727,0.637041433,-0.768934011
"71",74,1.37,29.06,13.28,212.5,6.01,-0.16,2.24,2.61,4.27,8.81,13.77,17.75,20.77,22,42,76,63.5,58,329.5,1776.2,656.8,22.80693726,20.57990544,29,25,4181.69,929.4,2802.56870493262,1271.23682524386,11.3620689655172,13.18,61.248275862069,71.048,93.1,22.648275862069,26.272,91.22774904,82.31962176,116,100,112.102748197305,50.8494730097545,12.0081725044468,12.9331975937894,38.6,44.776,0.630221821866907,0.630221821866907,311.5454545,339.8181818,489.5454545,399.5454545,1918.818182,2.621693306,-0.338491066,0.839139239,-0.556684126,128.1404959,165.8181818,323.3801653,234.0578512,1624.719008,1.994503971,-0.507263706,0.749243102,-0.669209139,-14.27272727,39.09090909,198,136,1289.727273,1.6703953,-0.65178533,0.628518587,-0.772196038
"72",75,1.39,22.63,12.57,175.31,4.16,-0.28,2.54,5.19,6.75,9.79,12.78,15.74,17.79,41,92,119,66.1,56.9,484.5,2245.8,1259.5,31.99354578,31.56153444,44,43,5866.07,986.3,2944.04784069515,1335.41134024093,11.0113636363636,11.2674418604651,51.0409090909091,52.2279069767442,78.1,28.625,29.2906976744186,127.97418312,126.24613776,176,172,68.4662288533756,31.0560776800216,11.5464181773948,11.6799072153052,22.4159090909091,22.9372093023256,0.439175349541366,0.439175349541366,308.6363636,324.3636364,501.7272727,450.1818182,1987.181818,2.206095906,-0.323003579,0.778505455,-0.49470526,154.8595041,194.3684573,356.6274105,293.7134986,1621.179063,1.746837004,-0.460676345,0.693032509,-0.640198751,43.72727273,99.18181818,247,206,1344.090909,1.407538961,-0.574596665,0.531261466,-0.727362833
"73",76,1.37,26.09,13.16,198.72,5.06,-0.25,2.42,4.18,5.79,9.55,13.69,16.85,19.3,24,47,81,68.6,56.8,610.6,4125,2037,32.49155052,26.8538598,72,56,5957.38,1193,3132.80425319708,1421.03068728889,8.48055555555556,10.9035714285714,57.2916666666667,73.6607142857143,86,28.2916666666667,36.375,129.96620208,107.4154392,288,224,55.942933092805,25.3755479873015,9.09622937754369,10.3141546291631,29,37.2857142857143,0.506181818181818,0.506181818181818,220.75,258.6666667,398,322.8333333,1724.333333,2.588908886,-0.379260518,0.790334662,-0.581543749,136.0185185,173.2351852,310.9046296,242.3944444,1456.088889,1.948912267,-0.498278305,0.712217554,-0.64618135,20.5,71.58333333,235.5833333,179.4166667,1101.333333,1.592248474,-0.612867832,0.632721966,-0.71990189
"74",77,1.37,26.75,10.96,155.45,5.94,0.65,2.59,2.89,4.21,6.39,9.73,14.56,21.02,31,54,81,30.3,29.7,173.8,995.3,490,11.2532382,11.0568942,18,17,2063.3,458.3,1544.53102823482,700.594678506221,9.65555555555556,10.2235294117647,55.2944444444444,58.5470588235294,87,27.2222222222222,28.8235294117647,45.0129528,44.2275768,72,68,90.8547663667539,41.2114516768366,10.7064362781356,11.0168320417121,28.0722222222222,29.7235294117647,0.507686124786497,0.507686124786497,492.7,543.4,757.3,829.6,2362.9,1.554856262,-0.213966981,0.542190135,-0.276182023,388.9381818,458.1381818,648.4036364,711.3690909,2047.919091,1.199726248,-0.55758149,0.477478513,-0.510180986,271.5,352.7,544.2,558,1072.1,0.970114122,-0.663377422,0.293133759,-0.599238825
"75",78,1.37,24.27,11.77,160.09,4.64,-0.44,2.51,2.78,4.51,8.87,12.59,15.12,17.11,18,38,55,67.8,54.3,479.9,3391.6,1720.4,22.67833194,19.03593258,61,48,4158.11,983.2,2410.25556681284,1093.28475315832,7.8672131147541,9.99791666666667,55.6,70.6583333333333,82,28.2032786885246,35.8416666666667,90.71332776,76.14373032,244,192,50.2136576419342,22.7767656907984,8.25625445979701,9.30737834552065,27.3967213114754,34.8166666666667,0.492746786177615,0.492746786177615,235.1666667,277.25,394.9166667,326.5,1566.666667,2.629414757,-0.329293405,0.772395651,-0.565154418,124.5120701,166.7486772,303.9902447,235.6936177,1388.239749,1.934281586,-0.486901244,0.711521879,-0.641570807,21.41666667,77.33333333,237,178,1198.333333,1.583326848,-0.582590957,0.640178939,-0.701827437
"76",79,1.37,34.59,16.4,316.78,6.92,-0.06,2.49,4.15,6.62,11.65,16.55,21.11,25.68,24,50,83,66.6,58.3,447.9,2450.4,1368.5,27.5407911,24.34851036,46,41,5049.65,959.9,2637.85856784375,1196.52479717126,9.73695652173913,10.9243902439024,53.2695652173913,59.7658536585366,107.6,29.75,33.3780487804878,110.1631644,97.39404144,184,164,64.3380138498477,29.1835316383234,10.477356536837,11.0978464181998,23.5195652173913,26.3878048780488,0.441519751877245,0.441519751877245,265.0833333,307.6666667,449,394.75,1529.5,3.008042335,-0.275914761,0.77927275,-0.537447438,139.6828704,176.78125,300.8032407,235.7210648,1288.515046,2.012824843,-0.441108535,0.693429659,-0.623527105,17.66666667,66.58333333,195.8333333,150,1006.083333,1.601289673,-0.579167902,0.585322291,-0.709962179
"77",80,1.37,30.39,9.96,153.52,7.38,0.73,2.28,2.01,2.43,3.65,7.16,15.81,21.31,36,68,105,40.3,39.6,181.6,646.2,179.1,17.06294808,10.38665214,12,7,3128.52,295.1,1801.08009784524,816.964573094999,15.1333333333333,25.9428571428571,53.85,92.3142857142857,102.5,14.925,25.5857142857143,68.25179232,41.54660856,48,28,257.297156835034,116.709224727857,16.1465166522071,21.1407527910297,38.925,66.7285714285714,0.722841225626741,0.722841225626741,346.8333333,397.4166667,613.5833333,547,2474.916667,2.199377533,-0.416868016,0.730123281,-0.560153415,235.6145833,285.4166667,471,412.7291667,2001.84375,1.775495889,-0.528534276,0.664211303,-0.62095884,113.25,167.1666667,332.5833333,289.9166667,1516.416667,1.474512287,-0.614048277,0.587591529,-0.684320609
"78",81,1.37,18.81,9.41,105.37,4.09,-0.39,2.05,2.22,2.86,6.18,10.33,12.65,14.25,17,35,60,68.8,52.9,716.3,5172,2268,27.05745762,17.17279164,106,70,4961.03,1205,2836.50198076618,1286.62885819023,6.75754716981132,10.2328571428571,48.7924528301887,73.8857142857143,62.5,21.3962264150943,32.4,108.22983048,68.69116656,424,280,40.5214568680883,18.3804122598604,6.84121113629164,8.4185424595269,27.3962264150943,41.4857142857143,0.561484918793503,0.561484918793503,330.5833333,370.1666667,525.3333333,475.5833333,1794.166667,2.186226172,-0.444607404,0.678196316,-0.54626738,211.9166667,257.9270833,408.4479167,362.4166667,1582.291667,1.718466254,-0.515013325,0.629123986,-0.591346592,106,160.25,318.4166667,286.5,1428.5,1.42279272,-0.586950223,0.57985575,-0.644323488
"79",82,1.37,28.89,8.84,138.61,7.77,0.94,2.33,1.78,2.08,3.02,4.73,15.78,22.14,36,54,77,39.1,38,49.4,203.2,97.2,5.2325676,5.2325676,3,3,959.4,106,1040.55695969837,471.993540641554,16.4666666666667,16.4666666666667,67.7333333333333,67.7333333333333,90.4,32.4,32.4,20.9302704,20.9302704,12,12,346.852319899457,157.331180213851,17.8829527763174,17.8829527763174,35.3333333333333,35.3333333333333,0.521653543307087,0.521653543307087,395.2727273,421.1818182,657.8181818,563.9090909,2480.636364,2.036453325,-0.377719066,0.79450467,-0.565204274,181.6363636,222.231405,413.338843,347.4628099,2075.570248,1.751663366,-0.526772537,0.714235338,-0.671115886,19.09090909,72.36363636,238.8181818,224.2727273,1667.545455,1.445409222,-0.677409941,0.615432555,-0.766989589
"80",83,1.37,33.1,17.64,346.66,5.95,-0.04,2.85,7.46,9.84,13.71,17.88,21.3,25.42,31,66,99,39,39.5,231.4,1022.8,519.1,23.55538968,23.55538968,14,14,4318.92,503.7,2591.06014937923,1175.29717380896,16.5285714285714,16.5285714285714,73.0571428571428,73.0571428571428,108.9,37.0785714285714,37.0785714285714,94.22155872,94.22155872,56,56,185.075724955659,83.9497981292113,17.5640054006564,17.5640054006564,35.9785714285714,35.9785714285714,0.492471646460696,0.492471646460696,335.4,380.1,556,532.2,2296.1,1.761792557,-0.497267348,0.674419147,-0.564855385,232.97,287.17,470.75,464.95,1996.48,1.474440267,-0.567018831,0.622231776,-0.619247591,108,175.8,345.7,378,1717.8,1.236229126,-0.665689087,0.568302512,-0.691485411
"81",84,1.37,27.64,11.31,168.21,6.34,0.13,1.92,2.16,2.8,5.34,11.63,16.25,19.76,34,65,94,73.9,66.9,397,1998.9,910.1,25.75389708,25.75389708,37,37,4722.02,1088.8,3478.06316762687,1577.63910352303,10.7297297297297,10.7297297297297,54.0243243243243,54.0243243243243,86.6,24.5972972972973,24.5972972972973,103.01558832,103.01558832,148,148,94.0017072331586,42.6388946898116,11.2969979269787,11.2969979269787,29.427027027027,29.427027027027,0.544699584771624,0.544699584771624,251.3333333,287.25,480.5,363,2234.25,2.330606887,-0.396694005,0.805624738,-0.61792176,151.7833333,193.2583333,382.7333333,288.7666667,1977.825,1.898042487,-0.507557072,0.7453557,-0.676533446,40,93.58333333,272.9166667,208.8333333,1675.666667,1.643228279,-0.615946586,0.691401268,-0.750295117
"82",85,1.37,27.74,14.42,243.14,5.94,-0.3,2.16,3.88,5.79,9.54,15.51,19.07,21.41,42,92,116,51.7,49.4,305.1,1375.8,600.1,23.84614242,22.65095286,25,23,4372.23,685.7,2684.76899553247,1217.80322758435,12.204,13.2652173913043,55.032,59.8173913043478,90,24.004,26.0913043478261,95.38456968,90.60381144,100,92,116.729086762281,52.9479664167111,13.2245680458758,13.7875652862186,31.028,33.7260869565217,0.563817415321994,0.563817415321994,303.7,346.4,561.3,462.9,2435,2.012158216,-0.415391126,0.745875555,-0.589123547,195.44,242.95,443.57,381.19,2057.43,1.686240807,-0.533022434,0.687135834,-0.646180582,57.7,111.7,301.4,289.6,1705.3,1.436157562,-0.658563447,0.624161881,-0.730787098
"83",86,1.37,25.98,11.35,161.39,5.7,0.23,2.25,2.51,3.67,6.99,11.06,15.52,19.37,30,56,88,64.3,58.7,504.8,2797.2,1524,32.9836104,32.5928313,47,45,6047.6,1240.2,3957.92822070387,1795.30446371399,10.7404255319149,11.2177777777778,59.5148936170213,62.16,91.4,32.4255319148936,33.8666666666667,131.9344416,130.3713252,188,180,87.9539604600859,39.8956547491998,11.3433831119967,11.5927180208574,27.0893617021277,28.2933333333333,0.455169455169455,0.455169455169455,323.0909091,346.3636364,525.7272727,447.4545455,2026.454545,4.723050145,-0.273581405,0.819095574,-0.536113549,142.2396694,176.9256198,331.338843,243.0909091,1676.661157,2.204140478,-0.491499009,0.746650268,-0.669003227,21.27272727,71.27272727,233.9090909,166.1818182,1113.363636,1.628595855,-0.611451252,0.623957119,-0.749627189
"84",87,1.37,24.22,9.12,115.46,5.69,0.75,2.44,2.28,3.06,4.58,7.32,12.9,18.44,28,53,88,41.8,38.7,220.4,1508.2,458.1,11.86779492,6.8995827,25,13,2175.98,312,1078.62110103762,489.259321889512,8.816,16.9538461538462,60.328,116.015384615385,88,18.324,35.2384615384615,47.47117968,27.5983308,100,52,82.9708539259707,37.6353324530394,9.32948015700768,12.9376611844288,42.004,80.7769230769231,0.696260442912081,0.696260442912081,408.4545455,472.6363636,690.4545455,631.5454545,2238.545455,1.977157712,-0.418613442,0.717524095,-0.52833342,232.2107438,283.0057851,466.2710744,427.0347107,1936.342975,1.616748129,-0.570815238,0.641145311,-0.615164161,70,121.8181818,298.7272727,299.9090909,1637.181818,1.369980006,-0.706014677,0.559748655,-0.717791574
"85",88,1.37,21.56,10.59,138.41,5.13,-0.17,1.87,2.13,2.85,6.3,11.11,14.93,17.03,18,37,61,51,45.8,573.4,4240.5,1788.9,26.11833336,16.14334914,71,45,4788.84,876.6,2604.3853339541,1181.34143788175,8.07605633802817,12.7422222222222,59.7253521126761,94.2333333333333,73.8,25.1957746478873,39.7533333333333,104.47333344,64.57339656,284,180,57.8752296434244,26.2520319529277,8.21270057315043,10.3159423547569,34.5295774647887,54.48,0.578139370357269,0.578139370357269,272.75,314.75,444.3333333,384.25,1769.583333,2.252662931,-0.42463355,0.715687484,-0.550476149,172.4285714,218.0119048,361.1309524,313.9166667,1512.202381,1.753540517,-0.527615453,0.654045989,-0.613196423,69.16666667,127.8333333,277.25,251.75,1264.666667,1.422305726,-0.617995868,0.590959206,-0.669762239
"86",90,1.37,18.31,7.87,76.46,3.8,0.15,2.21,1.85,2.46,4.81,7.76,10.77,12.96,23,44,92,27,27.9,88,283.9,22,7.89073812,2.96686692,6,4,1446.78,142.9,492.44529363,223.371719872086,14.6666666666667,22,47.3166666666667,70.975,61,3.66666666666667,5.5,31.56295248,11.86746768,24,16,123.1113234075,55.8429299680214,15.5283611498445,19.0182806793885,43.65,65.475,0.922507925325819,0.922507925325819,479.1818182,546.7272727,759.9090909,752.1818182,2540.909091,1.586895152,-0.487173779,0.596571212,-0.530458819,360.4772727,424.75,629.875,648.4090909,2281.579545,1.381336637,-0.576832712,0.555980937,-0.566874645,263.1818182,329.0909091,523,572.3636364,1936.363636,1.171845181,-0.620499638,0.51817292,-0.600808805
"87",91,1.37,16.71,9.47,98.5,2.98,-0.6,2.92,3.47,4.99,7.77,9.93,11.59,12.91,37,66,103,79,60.1,569.8,3126.8,1900.7,24.6728052,23.9896917,76,73,4523.8,1100.1,2673.46018989881,1212.67358699937,7.49736842105263,7.80547945205479,41.1421052631579,42.8328767123288,52.6,25.0092105263158,26.0369863013699,98.6912208,95.9587668,304,292,36.6227423273809,16.6119669451968,7.71515937687138,7.87209394085834,16.1328947368421,16.7958904109589,0.392126135346041,0.392126135346041,599.3846154,609.3076923,755.3846154,674.5384615,1845.846154,2.778605107,-0.200044234,0.772153983,-0.419120181,211.2222222,245.7435897,389.3418803,312.9487179,1495.538462,2.012293618,-0.374855016,0.666885646,-0.597939753,38.92307692,82.92307692,235.9230769,176.5384615,1167.153846,1.605305087,-0.515727765,0.464702244,-0.697796602
"88",92,1.37,31.48,16.31,312.8,6.84,-0.17,2.17,4.45,6.69,11.04,16.85,21.84,25.04,27,66,103,79.4,67.5,516,2574.2,1502.7,37.23194916,32.6296458,48,46,6826.54,934.5,2353.449807785,1067.51782989431,10.75,11.2173913043478,53.6291666666667,55.9608695652174,92.8,31.30625,32.6673913043478,148.92779664,130.5185832,192,184,51.1619523431522,23.2069093455285,11.9255852407055,12.1820787831249,22.3229166666667,23.2934782608696,0.416245823945303,0.416245823945303,322.4,359.1,570.8,488.7,2098.6,2.143356529,-0.381385726,0.746928799,-0.556170571,202.21,249.65,438.8,375.24,1816.48,1.735113216,-0.4840525,0.671745545,-0.617411917,77.2,133.1,301.6,267.4,1527.2,1.447111806,-0.58256259,0.589629477,-0.691237664
"89",93,1.37,31.74,13.3,230.12,7.29,0.16,1.94,2.74,3.75,6.61,13.38,19.17,23.04,23,44,77,75.4,64.6,365.8,2265.4,1036,22.00558104,20.62719162,38,33,4034.76,1021.4,3403.46133473083,1543.79993410634,9.62631578947368,11.0848484848485,59.6157894736842,68.6484848484849,102.6,27.2631578947368,31.3939393939394,88.02232416,82.50876648,152,132,103.13519196154,46.7818161850405,10.3042658514249,11.0573710503652,32.3526315789474,37.2545454545455,0.542685618433831,0.542685618433831,288,326.0833333,506.9166667,418.4166667,1910.666667,2.716538265,-0.380125433,0.814231321,-0.575525338,143.4,180.9916667,338.8666667,259.6416667,1622.3,1.92832238,-0.50226145,0.726292148,-0.656981046,21.66666667,64.58333333,210.5,155.0833333,1343.083333,1.585677168,-0.63166829,0.637628456,-0.755880778
"90",94,1.37,19.93,11.67,153.37,4.15,-0.71,2.53,3.36,5.22,8.76,12.79,14.89,16.19,15,33,70,62.1,48.4,825.8,6439.5,3821.1,28.86878556,21.90964518,132,100,5293.14,1226.5,3648.23959074991,1654.83062267527,6.25606060606061,8.258,48.7840909090909,64.395,62,28.9477272727273,38.211,115.47514224,87.63858072,528,400,36.4823959074991,16.5483062267527,6.33242018935458,7.27539689638991,19.8363636363636,26.184,0.406615420451898,0.406615420451898,329.5714286,379,529.6428571,478.6428571,1695.357143,2.677525581,-0.350187231,0.770592051,-0.521968241,158.0928571,198.3142857,333.2928571,282.9285714,1392.828571,1.805925355,-0.503400373,0.667172483,-0.618071267,27.21428571,69.64285714,206.4285714,174.3571429,1129.642857,1.45012123,-0.635115926,0.559300435,-0.735039741
"91",95,1.38,20.45,12.24,163.47,3.71,-0.95,3.3,4.36,6.4,10.47,13.18,14.86,16.08,18,39,72,71.3,52.7,648.2,5100.5,2730.6,22.39096068,15.13768608,104,74,4105.42,1000.9,2577.3580445011,1169.08193980818,6.23269230769231,8.75945945945946,49.0432692307692,68.9256756756757,62,26.2557692307692,36.9,89.56384272,60.55074432,416,296,34.8291627635284,15.7984045920024,6.28292864098362,7.44839906615164,22.7875,32.0256756756757,0.464640721497892,0.464640721497892,337.9166667,381.6666667,546.25,491.0833333,1749.5,2.558403668,-0.32469217,0.74293222,-0.524145703,170.4479167,210.8958333,348.3229167,289.8020833,1443.197917,1.867814739,-0.442588642,0.67061989,-0.615579714,44.16666667,97.33333333,247.4166667,200.9166667,1231,1.507856756,-0.544127777,0.56167532,-0.687476531
"92",96,1.37,28.7,10.75,158.67,6.57,0.34,2.01,1.98,2.59,4.62,10.15,15.85,19.99,24,47,81,64.1,58.3,280.9,1558.7,363.7,20.99086434,13.26151008,23,13,3848.71,554,2020.72979383521,916.597021607191,12.2130434782609,21.6076923076923,67.7695652173913,119.9,99.6,15.8130434782609,27.9769230769231,83.96345736,53.04604032,92,52,155.440753371939,70.5074632005531,12.9358114314992,17.2062376882518,51.9565217391304,91.9230769230769,0.766664528132418,0.766664528132418,355.9,413.6,587.8,516.1,2218.2,2.455946242,-0.422047088,0.796038204,-0.566494596,198.6888889,238.9555556,401.0111111,320.6666667,1856.911111,1.973654873,-0.528069595,0.7071953,-0.645349634,59.5,108.5,279.4,200.8,1491.4,1.658219816,-0.625607318,0.611659884,-0.721080238
"93",97,1.37,33.97,16.6,341.99,8.16,-0.35,2.06,2.37,3.53,10.03,18.25,22.85,26.35,22,44,64,48.5,46.2,194.3,1179.1,521.4,14.6786229,14.14407636,15,14,2691.35,657.7,1907.55407123474,865.260850600899,12.9533333333333,13.8785714285714,78.6066666666667,84.2214285714286,111,34.76,37.2428571428571,58.7144916,56.57630544,60,56,136.253862231053,61.8043464714928,13.3948995268099,13.8650382514541,43.8466666666667,46.9785714285714,0.557798320753117,0.557798320753117,379.3333333,425.9166667,633.0833333,557.6666667,2251.25,2.411839216,-0.397811584,0.752604355,-0.558376943,202.3958333,240.5,417.5729167,341.84375,1886.739583,1.866171933,-0.519394159,0.696423213,-0.63952218,81.75,127.5833333,308.25,241.5,1554.916667,1.573873841,-0.602753932,0.599856804,-0.693313166
"94",98,1.37,31.9,12.52,204.8,6.93,0.35,2.34,2.36,3.44,6.81,12.09,17.54,22.18,19,40,81,74,61.9,466.3,2554.5,999.5,32.07950082,24.41084958,48,32,5881.83,879,2898.4891352702,1314.74604702449,9.71458333333333,14.571875,53.21875,79.828125,99,20.8229166666667,31.234375,128.31800328,97.64339832,192,128,90.5777854771936,41.0858139695154,11.0696939885437,13.5575509403432,32.3958333333333,48.59375,0.608729692699158,0.608729692699158,281.3636364,309.5454545,465.3636364,383.4545455,1829.909091,2.407475479,-0.364760304,0.796345109,-0.541569406,163.1,198.7909091,359.5,285.1272727,1638.818182,1.880835592,-0.512558157,0.705299963,-0.640247995,36.54545455,80,247.8181818,195.2727273,1309,1.591799889,-0.640426907,0.609040585,-0.745029114
"95",99,1.38,28.17,16.17,283.65,4.7,-0.69,3.33,6.7,9.44,13.8,16.69,19.55,21.57,32,83,119,78,64,679.8,4139.5,1935,43.0653294,36.0711198,67,54,7896.1,1403.5,3620.68786106084,1642.33324007114,10.1462686567164,12.5888888888889,61.7835820895522,76.6574074074074,100,28.8805970149254,35.8333333333333,172.2613176,144.2844792,268,216,67.0497752048303,30.413578519836,10.8559771004719,12.0923146698254,32.9029850746269,40.8240740740741,0.532552240608769,0.532552240608769,337.1666667,386.3333333,470.6666667,437.75,1631.75,3.400094954,-0.218803357,0.805251444,-0.501135776,148.2121212,180.1969697,300.030303,240.2272727,1421.431818,2.066527215,-0.411937381,0.713533302,-0.653980245,31.16666667,72.25,206.4166667,152.3333333,1151.583333,1.543992096,-0.543067222,0.510838459,-0.740057195
"96",100,1.38,27.73,14.26,249.44,6.78,-0.02,2.02,2.9,4.95,8.82,14.15,19.65,23.47,30,66,103,29.9,30.4,151,706,316,12.67171452,12.67171452,11,11,2323.38,390,1650.92569725131,748.854983784503,13.7272727272727,13.7272727272727,64.1818181818182,64.1818181818182,93,28.7272727272727,28.7272727272727,50.68685808,50.68685808,44,44,150.084154295574,68.0777257985912,14.5332846815977,14.5332846815977,35.4545454545455,35.4545454545455,0.552407932011332,0.552407932011332,376.5833333,420.5,619.5833333,575.1666667,2109.666667,1.652844604,-0.447198026,0.637154952,-0.517387037,272.05,323.9916667,518.4083333,496.9333333,1884.65,1.44083909,-0.519874056,0.582224806,-0.568486969,149.9166667,212.75,400.3333333,409.6666667,1611.5,1.225694617,-0.601579448,0.523281674,-0.640628437
"97",101,1.37,30.07,12.03,185.26,6.37,0,2.03,2.01,2.75,6.88,12.39,17.04,20.26,34,92,127,76.7,71.1,422.1,1898.8,640.99,34.12780506,31.66772382,35,30,6257.39,1120.21,5852.40661426067,2654.63422582812,12.06,14.07,54.2514285714286,63.2933333333333,101.8,18.314,21.3663333333333,136.51122024,126.67089528,140,120,195.080220475356,88.4878075276039,13.3709600040001,14.4422874457846,35.9374285714286,41.927,0.662423635980619,0.662423635980619,299.3,319.3,407.7,347.9,1644.4,2.828876819,-0.248614254,0.791886002,-0.506188422,142.1545455,172.2209091,289.3945455,237.9590909,1397.187273,1.976738088,-0.466617447,0.707784909,-0.656709957,34.6,71.4,185,155.8,1076.9,1.588008775,-0.596734953,0.563117275,-0.750341463
