RIPID,B1,B2,B3,B4,B5,evi,mndwi,ndvi,ndwi
83,304.9,496,447.3,1817,1490.1,1.156084083,-0.550467187,0.521518922,-0.629347634
73,209.7272727,337.2727273,287.2727273,1563.545455,794.4545455,1.735177738,-0.44739779,0.664120772,-0.665505946
64,206,348.7272727,270.9090909,1527.727273,850,1.806121031,-0.458164697,0.664659386,-0.675785682
51,259,401.1818182,369.6363636,1699.181818,998.7272727,1.534365064,-0.466901825,0.606166867,-0.63187538
57,250.8181818,420.5454545,339.0909091,1837.181818,965.6363636,1.665973048,-0.454404427,0.647520033,-0.670576621
49,341.1,532.8,498.1,1267.9,1072.7,0.614543385,-0.422993729,0.264502884,-0.453666398
42,303.8181818,484.6363636,438.1818182,1856.181818,1278.727273,1.38784744,-0.492661444,0.552876581,-0.612362954
43,232.9,381.7,339.6,1532.4,941.8,1.544493016,-0.46980297,0.586956298,-0.623823404
50,295.25,468.9166667,424,1788.333333,1187.333333,1.412680625,-0.478840619,0.566155056,-0.597241397
52,265,402.1666667,360.1666667,1509.833333,944.5,1.428975214,-0.512458672,0.576553658,-0.624560674
58,226.0833333,385.9166667,324.6666667,1817.583333,924.0833333,1.744842795,-0.473179998,0.666647315,-0.677051996
59,211,353.6,297.6,1440.2,837.1,1.628556813,-0.448864576,0.615875167,-0.636627734
53,273.8,420,332.6,1852.8,1076.1,1.650644961,-0.500641924,0.602988836,-0.679442418
61,349.3,550.2,508.4,2188.7,1575.1,1.37099971,-0.51924262,0.508561864,-0.627563173
68,259.1,415,341.6,1784,1109.7,1.606104785,-0.529923338,0.540748787,-0.656597871
60,283,432.1818182,363.6363636,1817.636364,1105.454545,1.320253591,-0.493993141,0.553381313,-0.662150036
67,176.75,307.5833333,245.6666667,1190.5,600.25,1.50347678,-0.518021911,0.585302214,-0.623869419
66,218,362.2727273,279.5454545,1331.727273,693,1.472834093,-0.532699926,0.558348466,-0.628110051
78,117.8333333,241.0833333,169.3333333,887.4166667,404.9166667,1.612558374,-0.446226378,0.647998517,-0.639251212
79,199.4166667,291.5,206.0833333,1108.166667,547.5833333,1.942147923,-0.410294565,0.639802838,-0.629077499
90,284.1818182,465.1818182,423.3636364,2019.363636,1434.090909,1.443159694,-0.540173265,0.544076795,-0.647465348
88,155.8333333,272.75,192.6666667,1050.5,432.25,1.813315365,-0.454442886,0.642489523,-0.641898627
89,214.3,353,299.4,1465.1,755.8,1.644343034,-0.447229582,0.591914329,-0.636809653
96,161.4,303.9,235.7,1103.4,489.2,-3.404628198,-0.48979995,0.61421048,-0.672032249
97,200.9166667,306.3333333,223.3333333,1376.416667,736.5,-12.41612267,-0.469207563,0.566184804,-0.665584197
91,210,321.2307692,225.8461538,1320.923077,553.0769231,0.880423754,-0.369583962,0.555180036,-0.651267304
80,217.9166667,318,252.6666667,1489.083333,737.6666667,-4.429050942,-0.477592729,0.589851235,-0.685724442
81,213.5,314.75,246.0833333,1367.583333,667.4166667,1.750479624,-0.467620455,0.599271615,-0.656004836
69,154.25,269.25,181.1666667,1022.75,546.5,0.769421566,-0.459763296,0.540580685,-0.644521177
38,252.8333333,401.9166667,330.1666667,1732.25,929.9166667,1.699886874,-0.453861306,0.544873436,-0.657494714
44,272.5454545,405,405.4545455,1509.727273,1197.181818,1.255631849,-0.524267497,0.487148721,-0.589790794
1015,381.7272727,607.1818182,521.4545455,1932.545455,1427.363636,0.701605421,-0.525466057,0.319068172,-0.620822944
1016,481.5833333,806.4166667,712.0833333,2654.416667,2404.333333,0.580921597,-0.517597392,0.292977211,-0.5926397
1012,373.7777778,648.5555556,560.8888889,2542.666667,2149.888889,0.814140101,-0.551238418,0.353969859,-0.650335524
1011,188.5833333,291.5,183.0833333,1835.25,479.25,0.756244108,-0.544124305,0.308591572,-0.802339782
1010,265.3333333,480.5,355.5833333,2553.75,1206.833333,1.874920626,-0.484792036,0.675370355,-0.708118523
1014,262.25,468.3333333,316.4166667,2402.833333,1537.5,0.557134883,-0.587630187,0.31671624,-0.822438384
1017,312.3636364,557.2727273,412,2755.181818,1739.363636,0.576437949,-0.55692715,0.303903137,-0.752344858
1013,338.5833333,536.8333333,479.5833333,1916,1193.083333,0.925913033,-0.576356605,0.34853853,-0.61752978
1009,334.2,575.2,531.2,2119.8,1745,1.18866151,-0.532044792,0.482424372,-0.613891965
1001,236.5454545,439.4545455,341.9090909,2049.818182,1392.272727,1.807174719,-0.570292793,0.528218207,-0.696660605
1002,203.4444444,378.7777778,293.2222222,1808.333333,976.6666667,1.75590043,-0.496643977,0.573269089,-0.676549421
1005,170,329.3636364,252.0909091,1858.909091,778.8181818,1.877119467,-0.449261795,0.704917631,-0.716596392
1004,177.1666667,355.6666667,259.8333333,1909.416667,946.5833333,1.824348212,-0.519035543,0.579555601,-0.705814213
1007,319.6666667,560.0833333,493.6666667,1914.416667,1899.833333,0.907773707,-0.580663795,0.402568827,-0.623274013
1008,209.3636364,413.4545455,282.5454545,2242.363636,1094.181818,1.966999966,-0.498152963,0.688262186,-0.725866014
1006,249.9166667,439.0833333,343.4166667,2166.083333,1284.583333,1.795821621,-0.527171269,0.660243352,-0.706159463
1003,215.3333333,408.1666667,321,1822,1078.25,1.581320307,-0.514708546,0.608365066,-0.650208235
25,258.25,443.0833333,387.1666667,1743.5,1087.583333,1.550253154,-0.468916799,0.563242738,-0.631575674
32,263.9166667,459.6666667,356.3333333,1875.5,1158.583333,1.084401394,-0.528484337,0.458573694,-0.671411226
37,324.25,523.6666667,496.4166667,1831.5,1407.166667,1.206098939,-0.535374179,0.49836121,-0.590367228
31,276.0909091,469.1818182,373.5454545,1774,1183.909091,1.512240597,-0.502088398,0.560451854,-0.651271457
24,260.2,448.5,371.2,1725.4,1047.7,1.473115302,-0.459607881,0.561982173,-0.627187032
16,287.5,475.5833333,411.3333333,1690.083333,1165.833333,1.466711805,-0.48215725,0.541546104,-0.598354633
3,347.7272727,533.4545455,481.1818182,1774.363636,1524.090909,1.283313447,-0.508887559,0.471311954,-0.599536013
2,308.9166667,479.5,445.25,1666.416667,1424.583333,1.330702557,-0.51568195,0.514965857,-0.583559339
6,432.8,695.4,669.3,2017.9,2083.7,0.642108854,-0.550281405,0.326460829,-0.546949512
11,263.5454545,457.2727273,372.3636364,1801.818182,1207.454545,1.538320108,-0.498422761,0.555728896,-0.64272161
7,269.2727273,450.6363636,375.3636364,1621.090909,1086.545455,1.337706401,-0.470440653,0.512399067,-0.610118221
8,237.9,378.2,308.2,1308.4,785.4,1.54858327,-0.458284432,0.547063261,-0.625484872
9,271.25,390.5833333,334,1268.25,844.75,1.567315621,-0.497562426,0.461538773,-0.619625206
4,324.6666667,534,503.3333333,1872.777778,1434.666667,1.300231544,-0.496510009,0.482406398,-0.589592377
15,217.1818182,373.5454545,280.2727273,1603.909091,801.9090909,1.853958668,-0.418111685,0.62996019,-0.661574738
14,269.25,375.75,347.6666667,1115.75,734,0.39775745,-0.543240994,0.228322313,-0.524471524
21,208,367.1666667,281.5833333,1449.166667,857,1.752767411,-0.456616717,0.620191932,-0.640186881
22,229.1,394.3,297.3,1632.3,927.3,1.643996202,-0.45693714,0.55206697,-0.658414227
23,280.7272727,451.3636364,418.3636364,1642.272727,1450.454545,1.401821005,-0.548706862,0.551593263,-0.615321528
30,226.2727273,372.2727273,315,1504.272727,970.6363636,1.428275007,-0.507402721,0.518719245,-0.642863057
36,282.5,502.4,407.8,1977.1,1431.7,1.191789321,-0.538485283,0.539030489,-0.647468609
35,213.5833333,376.1666667,293.25,1677.833333,958.3333333,1.634922344,-0.491115332,0.616673062,-0.671437512
34,216.7,353.2,277.8,1766.9,794.4,1.805166022,-0.444907758,0.611967713,-0.687001985
29,192.6,344.2,269.3,1511.8,819.8,1.788218432,-0.458259383,0.635279644,-0.675288796
28,204.2727273,340.4545455,274.8181818,1572.636364,834.6363636,1.790665857,-0.464587607,0.586248625,-0.670795484
40,235.1818182,426.0909091,363.9090909,1773.272727,1018.454545,1.536647879,-0.456260245,0.608260052,-0.635193711
39,231.3,381.2,342.3,1519.8,1050.7,1.505292671,-0.509168863,0.598684734,-0.657694346
26,360,602.9090909,539,2063.454545,1591.090909,1.061006757,-0.523708465,0.450479927,-0.597397067
27,277.75,433.8333333,405.5,1598.666667,1116.583333,1.152256285,-0.498440092,0.49987605,-0.632849609
20,190.2,349.4,254.6,1499.1,819.3,1.703064766,-0.461081013,0.645452738,-0.666357905
13,505.3636364,791.9090909,754.2727273,2193.727273,2315.818182,0.535355665,-0.530785322,0.270960876,-0.528257012
12,208.5833333,363.3333333,281.1666667,1443.75,761,1.64168144,-0.429763836,0.473958087,-0.656555399
19,300.5833333,474.3333333,456.25,1533.5,1288.833333,0.976660646,-0.508593269,0.403424129,-0.588446036
18,205.5384615,366.7692308,310.3076923,1559.230769,823.7692308,1.616751086,-0.448023301,0.637861,-0.648217967
17,205,367.3636364,313.8181818,1624.181818,869.7272727,1.534104553,-0.457595443,0.642629569,-0.643644593
33,282.75,495.5833333,434.3333333,1972.166667,1243.916667,1.411848246,-0.471664963,0.591798216,-0.633475011
10,185.9090909,326.4545455,238.5454545,1381.545455,634.4545455,1.833452354,-0.424550363,0.662826728,-0.667417266
5,224.8333333,405,328.0833333,1728.166667,1043.166667,1.717161016,-0.49322059,0.540431475,-0.663708806
