RIPID,B1,B2,B3,B4,B5,evi,mndwi,ndvi,ndwi
94,346.5,452.0714286,405.2142857,1589.857143,1032.5,10.82723844,-0.25070092,0.658591777,-0.491306958
93,291.75,468.5,369.9166667,1802.75,1108.916667,2.633401143,-0.378468243,0.71127974,-0.571475456
86,307.2727273,467.8181818,370.5454545,1887.181818,1171.181818,2.71259097,-0.38330623,0.724757265,-0.576986112
77,367,551.8,481.3,2012.3,1640.9,2.082171519,-0.480999491,0.651051503,-0.551291376
76,315.1666667,453.4166667,360.6666667,1670.25,1091.5,3.49556995,-0.370669464,0.687427819,-0.538107842
65,334.8,481.2,363,1766.4,915.2,2.76836017,-0.297679996,0.692850614,-0.537264407
75,381.1818182,538.6363636,419.4545455,2000,1126.818182,2.754885587,-0.334406232,0.713401296,-0.566767779
74,295.5454545,410.0909091,337.2727273,1682.090909,1054.636364,2.747825233,-0.402899815,0.708450307,-0.575395795
85,474.6,672.1,562.4,2491.2,1634.2,2.216527509,-0.400953403,0.694719672,-0.571208692
84,378.3333333,582.4166667,429.6666667,2277.083333,1277.5,2.516982886,-0.31959982,0.729658629,-0.567983498
83,405.1,585.5,572.6,1977.7,1901.2,1.5788284,-0.498248076,0.576700866,-0.517306712
73,1292.454545,1484.363636,1402.727273,2764.181818,2375.454545,2.900992826,-0.232149666,0.691382706,-0.30292349
64,748.8181818,978.9090909,881.6363636,2490.090909,1845.818182,2.56655535,-0.306297676,0.738340876,-0.439762186
51,563.3636364,726.3636364,697,2051.636364,1358.363636,1.966686742,-0.230511077,0.641835554,-0.458544707
57,776.3636364,924.2727273,853.4545455,2406.272727,1294,2.488885176,-0.166451622,0.72465241,-0.395443613
49,725.9,903.6,869.2,1842.8,1667.6,3.708263377,-0.150867813,0.453546524,-0.262809405
42,567.5454545,743.3636364,689.1818182,2340.090909,1665.363636,5.524912067,0.042003165,0.636317903,-0.371400643
43,469.4,667.8,662.7,2126.2,1782.2,1.720144949,-0.438471425,0.575129414,-0.500748053
50,443.5,647.1666667,602.5,2239.583333,1655.583333,1.780711749,-0.409065095,0.616297225,-0.527914762
52,765.75,883.1666667,828.5,2074,1530.25,2.4498586,-0.24657971,0.631915405,-0.382438677
58,387.1666667,540.5,479.6666667,2091.75,1257.25,2.146091887,-0.360962903,0.696197684,-0.521463084
59,360.7,533.8,436.5,1994.2,1208.8,2.262602343,-0.206277964,0.67885502,-0.477420434
53,424,604.9,492.8,2379.4,1566.5,2.477417436,-0.411847192,0.72516554,-0.567610946
61,469.7,743.5,680.9,2643.9,2094,1.684497251,-0.462930992,0.619207561,-0.551667392
68,516.5,718,593,2548.8,1613.7,2.380935695,-0.376952088,0.698448622,-0.556454122
60,408.5454545,623.6363636,555.8181818,2419.090909,1671.545455,1.957946042,-0.41875461,0.665346975,-0.540259082
67,395.8333333,575.4166667,547.3333333,2179.5,1623.583333,1.882218019,-0.448367529,0.626282046,-0.533921679
66,402.0909091,591.5454545,526.0909091,2197.090909,1692.909091,1.910700494,-0.470455205,0.628286941,-0.52546719
78,303.0833333,421.4166667,346.5,1482.25,1073.333333,3.027183473,-0.371461086,0.664104134,-0.528349161
79,302.75,429.5,329.9166667,1458.833333,931.0833333,2.86667034,-0.331447485,0.685158521,-0.522264714
90,470.4545455,705.0909091,684.6363636,2487.636364,2389.272727,1.684224697,-0.226154159,0.601979397,-0.422205348
88,345.0833333,485.9166667,427.3333333,1664.416667,1249.583333,2.234363331,-0.404740373,0.631198039,-0.528549413
89,516.4,702.5,710.3,2078.1,2222.1,1.544643583,-0.495192418,0.543208778,-0.482556483
96,328.8,489.1,460.6,1958.9,1457.5,2.220557048,-0.455520469,0.70842461,-0.567588592
97,338.8333333,480.25,401.5833333,1760.166667,1294.333333,2.73656756,-0.301543688,0.700405434,-0.512521299
91,304.8461538,453.5384615,371.6153846,1638.461538,934.3076923,2.959806633,-0.246206254,0.717947767,-0.540628259
80,325.1666667,498.9166667,387.3333333,1972.25,1239.416667,2.316792046,-0.398946536,0.708839859,-0.571774741
81,438.4166667,576.1666667,518.6666667,1985.166667,1356.166667,2.190961696,-0.38622691,0.64766105,-0.546389644
69,372.0833333,477.8333333,374.5833333,1465.5,1033.583333,3.752503373,-0.324111834,0.693183497,-0.50394849
38,321.9166667,458.6666667,383.8333333,1932.416667,1188.416667,2.31062578,-0.42016197,0.716543858,-0.598769461
44,592,870.3636364,950.0909091,2388.181818,2647.818182,1.255823132,-0.477391969,0.482584845,-0.442600649
1015,632.0909091,930.3636364,849.4545455,3247.363636,2564,1.777689278,-0.448369679,0.659266125,-0.489818194
1016,718.4166667,1051.583333,1012.916667,3081.416667,2936.416667,1.537562364,-0.470135719,0.584598934,-0.463802482
1012,517,756.2222222,762.5555556,2985.222222,2559,1.827793631,-0.496682104,0.689867854,-0.518712875
1011,535.4166667,816.5,999.75,4020.666667,3265.583333,2.596977167,-0.410286747,0.88040331,-0.476344851
1010,354.9166667,575.6666667,435.8333333,2862.416667,1473.833333,2.358441051,-0.409467901,0.782051831,-0.643438975
1014,684.5833333,1060.5,1325.666667,4273.583333,3627,2.333802142,-0.491675094,0.87356546,-0.444513428
1017,686.5454545,1071.909091,1335.727273,4396.363636,3432.545455,2.407427027,-0.466600161,0.828322123,-0.453567304
1013,486.5833333,752.3333333,831.8333333,3295.833333,2644.833333,1.815148925,-0.51050921,0.717665702,-0.548393016
1009,439.7,648.9,655.5,2507.5,2067,1.718525565,-0.470929384,0.656211758,-0.545821613
1001,595.1818182,809.1818182,842.1818182,2433,2410.272727,1.631729035,-0.275777826,0.584067068,-0.432379127
1002,419.1111111,593.8888889,468.8888889,2161,1382,2.765473819,-0.123872596,0.699287925,-0.425832242
1005,332.1818182,509.7272727,377.0909091,2132.818182,1074.181818,2.51204309,-0.347085769,0.762632782,-0.611166092
1004,403.5,601,462.3333333,2465.25,1446,2.454646389,-0.26111537,0.742988184,-0.57061251
1007,422.1666667,648,651.1666667,2510.666667,2281.333333,1.711909681,-0.516121822,0.65645503,-0.507096713
1008,397.7272727,618.3636364,467.4545455,2805,1488,2.3777568,-0.406002494,0.766044097,-0.621045855
1006,394.5,608.5,460.5,2773.416667,1554.583333,2.470327068,-0.410903893,0.75902238,-0.625945722
1003,481.9166667,708.6666667,637.0833333,2344,1765.166667,1.802747904,-0.406983592,0.679187685,-0.538840535
25,550.3333333,790.4166667,687.8333333,2364,1654.166667,1.903488055,-0.352240004,0.635892133,-0.498789785
32,626.5833333,869.75,794.4166667,2533.333333,2183.083333,2.050616116,-0.387961678,0.640428563,-0.473770613
37,605.8333333,799.4166667,779.6666667,2262.25,1897.25,1.708684344,-0.397338182,0.60706236,-0.472852136
31,578.9090909,756.7272727,689.7272727,2506.727273,1662.181818,2.3603603,-0.320692046,0.698495578,-0.457814057
24,537.1,760.4,645.9,2369.8,1536.4,2.178049654,-0.310873276,0.673791939,-0.47456072
16,558.0833333,744.5,678.4166667,2182.083333,1577.583333,2.032215859,-0.320193126,0.653370783,-0.488050727
3,466.2727273,670.1818182,630.5454545,2368.090909,1867.727273,1.944240392,-0.440158056,0.621367422,-0.492531936
2,387.0833333,584.9166667,506.5,1998.333333,1592.083333,1.957912042,-0.443000562,0.630439555,-0.531485175
6,605.1,889.4,1020,2472.8,3015.1,1.312194336,-0.482850927,0.542166406,-0.412657937
11,382.0909091,612.2727273,506.5454545,2265.181818,1512,2.214412794,-0.403832124,0.691220256,-0.550749681
7,446.4545455,629.4545455,548.6363636,2000,1444.363636,2.104294461,-0.232799149,0.643020679,-0.463606834
8,394.5,572.5,490.1,1855,1227.6,2.168749146,-0.353269458,0.691545796,-0.52584517
9,373.75,541.5833333,449.8333333,1732.666667,1224.166667,2.5027008,-0.261306075,0.657827131,-0.451304973
4,516.8888889,682.8888889,654.4444444,2064.111111,1650.666667,1.883983092,-0.386930813,0.625259896,-0.488807582
15,436.3636364,615.5454545,521.4545455,2085.363636,1204.545455,2.638651084,-0.320814455,0.730329627,-0.543950146
14,728.3333333,1061.833333,1365.25,2646.25,3718.083333,1.21302843,-0.471928296,0.485579215,-0.350364156
21,381.8333333,575.3333333,465.5,1968.75,1167.416667,2.450245965,-0.331080956,0.720533997,-0.519944926
22,436.3,633.3,520.7,2180.6,1288,2.362175935,-0.315561745,0.725835335,-0.524713504
23,577.3636364,789,690.0909091,2397.909091,1775.818182,2.07440601,-0.381404221,0.65460068,-0.501026644
30,556.8181818,758.3636364,664.9090909,2278.363636,1606.818182,2.329408896,-0.326816014,0.693415029,-0.469055498
36,540.3,809.2,709.8,2677.3,1882.4,2.001190582,-0.375782922,0.669055009,-0.511224544
35,618.1666667,787.8333333,701.75,2299.25,1506.75,2.461392094,-0.262013872,0.69793128,-0.436738349
34,459.4,618.5,509.9,2205.9,1182.5,2.86646161,-0.281069845,0.741969335,-0.546029621
29,619.4,711.1,591.4,2027,1224.5,4.184830885,-0.264545371,0.733715528,-0.469048199
28,624.1818182,767.7272727,639.9090909,2070.545455,1233.181818,3.096946699,-0.230726761,0.724389829,-0.441203502
40,415.4545455,622.5454545,551.7272727,2053.272727,1314.545455,3.156248857,-0.020886552,0.656051809,-0.449320636
39,421.6,593.2,481.2,2314.7,1326.5,2.616345776,-0.357475758,0.728199005,-0.520960265
26,533.1818182,779.8181818,743.1818182,2550.636364,2154.909091,1.713190391,-0.408691878,0.606969893,-0.501870443
27,457.8333333,630.5833333,597.9166667,2156.666667,1509.583333,2.042136434,-0.362161076,0.650017987,-0.482060236
20,365.6,529.9,394.6,1941.6,1122.3,2.776126517,-0.347115305,0.728216881,-0.541611308
13,622.2727273,910.3636364,1065.636364,2466.909091,3071.363636,1.334117084,-0.464447458,0.519417589,-0.403106662
12,365.8333333,541.1666667,430.4166667,1981.916667,1068.583333,2.406642878,-0.312988813,0.726709932,-0.540730402
19,478.3333333,691.5833333,638.9166667,2266.25,1660.666667,1.827061667,-0.36100745,0.610911528,-0.459194702
18,427.2307692,648.4615385,562.3846154,2077.461538,1250.461538,2.058531812,-0.314847965,0.69418197,-0.520937099
17,431,622.8181818,551.1818182,2046.454545,1242.818182,2.173881479,-0.331598469,0.708399518,-0.522774558
33,475.3333333,703.1666667,594.75,2458.75,1524.166667,2.006945138,-0.344136077,0.658281729,-0.509479488
10,343.9090909,541.5454545,394.0909091,1894.090909,984.6363636,2.843668979,-0.28724532,0.747400273,-0.555082641
5,415.75,612,493.5833333,2219.333333,1324,2.367197595,-0.363059297,0.736263722,-0.56730095
