RIPID,B1,B2,B3,B4,B5,evi,mndwi,ndvi,ndwi
65,280.7,432.1,332.7,1882.5,953.4,2.594335843,-0.301646346,0.727977657,-0.582774067
75,309.4545455,459.8181818,351.2727273,2044.363636,1086.454545,2.803771772,-0.322466159,0.738173306,-0.597188126
74,265.9090909,424,302.1818182,2098.181818,1004.818182,23.33054649,0.096806328,0.774044893,-0.447346105
85,356.2,590.1,465.7,2658.5,1636.3,2.31103257,-0.411280954,0.733638936,-0.599592507
84,312.0833333,514.3333333,358.4166667,2582.333333,1198,2.543961272,-0.327539633,0.779447695,-0.647772094
83,398.2,605.7,599.8,2444.6,1939.5,1.900265509,-0.450885105,0.683284479,-0.547973967
73,297.8181818,472.5454545,349.1818182,2112.181818,1072.363636,2.407560526,-0.331695134,0.733630365,-0.599959417
64,296.3636364,450.9090909,326,2112.636364,1097.636364,2.811641103,-0.363313718,0.759422313,-0.606343253
51,351.8181818,524.1818182,444.3636364,2063.727273,1286.454545,2.27002351,-0.345079999,0.673419671,-0.551556137
57,347.3636364,512.1818182,425.3636364,2411.272727,1260.272727,2.389644107,-0.370393859,0.736132687,-0.613599728
49,521.7,710.5,783.7,1749.5,1657.4,1.298336798,-0.192698317,0.475424749,-0.291215244
42,421,579.1818182,552.9090909,2224.909091,1591.181818,1.995893223,-0.397730323,0.656089062,-0.534340084
43,374.3,497.8,419.8,1923,1228.5,2.450029467,-0.34119058,0.676387393,-0.540900362
50,381.75,566.25,527,2078.583333,1516,1.882395674,-0.379850368,0.634562736,-0.540905056
52,363.8333333,541.4166667,498.1666667,2115.25,1518.25,2.067173287,-0.345945719,0.66160433,-0.54798046
58,325.25,522.9166667,391.5833333,2388.666667,1221.416667,2.348297983,-0.330466742,0.744803444,-0.606865803
59,321.8,467,369.8,1985.2,1135.9,2.425639505,-0.351249182,0.704750973,-0.573358822
53,401.2,573.4,509,2563.9,1640.7,2.814010741,-0.396727744,0.754110974,-0.572991532
61,640.5,799.4,755,2745.2,2082,2.109442463,-0.36017358,0.667211521,-0.481994036
68,571,648,551.4,2337.5,1547.2,3.894885423,-0.309221411,0.715142018,-0.481453392
60,388.0909091,569.3636364,574.1818182,2505.090909,1530.636364,2.298779778,-0.35798781,0.711310414,-0.551462249
67,413.0833333,613.3333333,556.5833333,2334.916667,1631.5,2.031604732,-0.321633567,0.670869971,-0.560865395
